GESLACHT;LEEFTIJDSKLASSE;GEMEENTENAAM;AANTAL_BSN;AANTAL_VERZEKERDEJAREN;KOSTEN_MEDISCH_SPECIALISTISCHE_ZORG;KOSTEN_FARMACIE;KOSTEN_TWEEDELIJNS_GGZ;KOSTEN_HUISARTS_INSCHRIJFTARIEF;KOSTEN_HUISARTS_CONSULT;KOSTEN_HUISARTS_OVERIG;KOSTEN_HULPMIDDELEN;KOSTEN_MONDZORG;KOSTEN_PARAMEDISCHE_ZORG_FYSIOTHERAPIE;KOSTEN_PARAMEDISCHE_ZORG_OVERIG;KOSTEN_ZIEKENVERVOER_ZITTEND;KOSTEN_ZIEKENVERVOER_LIGGEND;KOSTEN_KRAAMZORG;KOSTEN_VERLOSKUNDIGE_ZORG;KOSTEN_GENERALISTISCHE_BASIS_GGZ;KOSTEN_GRENSOVERSCHRIJDENDE_ZORG;KOSTEN_EERSTELIJNS_ONDERSTEUNING;KOSTEN_GERIATRISCHE_REVALIDATIEZORG;KOSTEN_OVERIG
V;30 t/m 34 jaar;APPINGEDAM;310;307.13;569431.14;41966.35;51603.66;17782.00;15812.20;17842.86;14238.50;4255.56;5976.15;2765.91;0.00;5109.43;73259.76;55570.66;15110.75;388.63;6.30;0.00;5969.52
V;30 t/m 34 jaar;ARNHEM;5646;5593.35;6865745.13;709697.17;1512973.93;323225.22;242313.53;311290.01;203967.66;46350.72;46050.17;25890.62;19305.58;75056.12;1190313.53;920095.01;133118.23;33470.29;144.90;0.00;37498.03
V;30 t/m 34 jaar;ASSEN;1967;1955.77;2422543.36;318546.11;879641.12;112944.41;90539.28;116715.83;94582.82;18040.59;9581.27;8134.87;32340.82;30865.31;470140.32;301396.97;63565.45;13122.62;157.50;0.00;18716.16
V;30 t/m 34 jaar;ASTEN;370;367.66;478657.76;29301.18;7327.41;20556.27;14112.47;11403.96;7723.01;246.72;6599.80;2439.35;208.50;9191.46;136026.53;95865.03;5344.99;2150.91;3.60;0.00;700.12
V;30 t/m 34 jaar;BAARLE-NASSAU;160;156.25;247131.75;18646.79;7467.63;8826.07;7158.20;4442.14;13356.49;802.86;3259.80;1193.06;0.00;1467.29;48117.05;35071.06;5206.59;4012.63;0.00;0.00;910.00
V;30 t/m 34 jaar;BAARN;570;565.54;732150.77;65914.98;201662.92;32088.45;23120.69;30070.45;11819.08;2232.04;10217.19;2263.21;1872.24;7763.83;143140.81;109025.78;17884.70;3397.61;12.60;0.00;1095.79
V;30 t/m 34 jaar;BARENDRECHT;1372;1362.78;1873500.27;174876.57;149149.82;78118.71;57264.21;54872.88;52500.08;2431.13;8974.49;4705.73;1424.65;16351.39;390779.14;251055.99;28802.95;11282.45;29.25;0.00;2585.98
V;30 t/m 34 jaar;BARNEVELD;1507;1499.15;1688622.19;177068.01;310304.34;87189.32;60141.15;76615.55;100455.75;4285.01;13944.63;5542.68;2252.34;25447.32;445948.19;270271.15;10452.50;1743.01;29.25;0.00;5891.84
V;30 t/m 34 jaar;BEDUM;234;233.66;238093.31;18315.92;33660.81;13170.13;8234.76;11324.94;6723.33;758.10;440.70;895.50;61.92;4235.99;58197.68;39692.32;3504.85;0.00;18.00;0.00;349.79
V;30 t/m 34 jaar;BEEK;359;357.62;388597.97;65629.84;142926.03;20643.93;18080.23;18676.43;12185.75;885.74;1027.50;2645.76;534.62;3400.86;90018.91;64536.67;2804.87;23616.47;1.35;0.00;1139.56
V;30 t/m 34 jaar;BEEMSTER;204;202.69;238776.30;23800.67;18870.54;11293.53;7909.53;10344.27;28033.75;188.40;625.30;345.43;5525.85;2447.60;60571.86;51283.15;4893.36;123.62;9.00;0.00;638.95
V;30 t/m 34 jaar;BEESEL;344;340.07;515004.55;74927.92;70791.95;19577.40;16336.38;16100.39;16471.87;381.26;1229.63;1209.21;0.00;3538.16;81704.98;54023.42;8054.37;1510.89;5.40;0.00;401.95
V;30 t/m 34 jaar;BELLINGWEDDE;148;146.27;200449.83;29474.44;32337.18;8327.70;5043.15;9226.66;17679.54;250.04;3867.90;1900.19;0.00;1767.69;20556.19;10760.42;943.59;0.00;7.20;0.00;747.98
V;30 t/m 34 jaar;BERG EN DAL;690;685.59;1218303.96;93770.38;245261.10;39279.83;29254.66;35433.58;36316.87;609.08;16635.76;1649.12;6536.44;18021.96;200959.79;165540.18;15995.44;4978.83;16.20;0.00;3647.33
V;30 t/m 34 jaar;BERGEIJK;402;398.51;555320.02;69591.40;48238.18;22645.85;15867.45;11491.85;10225.13;10794.36;8941.32;3200.44;6096.54;3338.28;120830.56;103692.95;5986.30;2623.33;3.60;0.00;19744.66
V;30 t/m 34 jaar;BERGEN LB;286;284.97;463650.00;43414.56;78946.12;16470.36;16279.91;17617.73;3982.61;2971.98;2800.18;1185.28;0.00;3173.08;100502.96;65800.01;4489.36;116.24;1.80;0.00;291.88
V;30 t/m 34 jaar;BERGEN NH;424;417.51;421546.58;31363.86;103765.08;23707.20;14340.27;12004.78;9449.03;21.29;3589.08;1176.85;0.00;8544.60;113277.72;70564.85;8921.42;14155.66;12.15;0.00;7653.82
V;30 t/m 34 jaar;BERGEN OP ZOOM;1867;1848.82;2342877.44;272221.58;453652.76;106660.74;76739.49;92349.11;55881.60;9781.84;16706.70;6729.52;17416.32;36028.97;407229.56;283538.56;30877.57;28523.48;16.20;30507.83;17222.01
V;30 t/m 34 jaar;BERKELLAND;914;910.08;925279.78;115076.95;263799.28;52925.59;36336.07;51358.07;27435.47;3757.13;6295.98;4190.21;3889.84;11523.05;262969.11;168967.62;17342.94;8387.86;10.80;0.00;2084.07
V;30 t/m 34 jaar;BERNHEZE;683;678.20;923277.24;93760.94;213291.29;39271.22;30492.62;30359.22;43280.04;7988.48;3497.67;4148.86;2754.16;5779.67;204966.84;151432.51;10378.72;1138.93;10.80;0.00;766.40
V;30 t/m 34 jaar;BEST;703;697.56;979125.11;74121.65;70054.20;40384.84;31673.52;23590.78;20013.78;2069.91;1039.70;4224.74;2139.10;6086.62;216505.36;138216.99;9513.78;4432.17;9.00;0.00;33742.79
V;30 t/m 34 jaar;BEUNINGEN;597;593.27;740110.69;62137.22;132246.70;34266.51;26384.39;25760.83;26754.30;1641.85;4552.20;2568.90;0.00;5883.04;162073.81;129667.13;27919.64;624.56;8.10;0.00;1155.09
V;30 t/m 34 jaar;BEVERWIJK;1246;1232.47;1618099.60;197969.34;305668.06;69941.22;52176.13;65833.88;32008.14;6038.64;11158.50;5131.58;2235.11;25359.20;224977.98;195300.90;35496.19;5205.54;16.20;0.00;5377.93
V;30 t/m 34 jaar;BINNENMAAS;726;721.93;853798.34;107748.68;102238.50;41482.59;29230.14;31922.83;32278.08;7624.76;4172.95;914.07;3874.96;5654.27;207826.52;120447.21;13703.28;11660.61;14.40;0.00;856.51
V;30 t/m 34 jaar;BLADEL;516;508.12;684528.17;96134.54;102444.28;28880.79;21747.60;18873.08;18200.95;3529.23;5899.03;2186.27;21652.90;5240.18;117262.03;104665.13;6840.09;3787.13;3.60;0.00;24017.62
V;30 t/m 34 jaar;BLARICUM;185;183.04;344186.24;17769.93;28836.49;10592.25;8597.46;10070.77;4891.70;0.00;4490.92;1548.70;0.00;4823.90;64346.35;38442.34;7753.91;12619.18;5.40;0.00;786.80
V;30 t/m 34 jaar;BLOEMENDAAL;297;290.44;381015.30;28352.44;90555.04;16821.00;12631.64;15212.09;17068.84;4547.23;3108.15;519.10;17.18;3477.84;88799.46;48406.18;8270.99;4123.36;7.20;0.00;1113.63
V;30 t/m 34 jaar;BODEGRAVEN-REEUWIJK;852;843.72;1107220.65;99481.45;133564.18;48679.14;32240.58;37542.30;20435.18;6499.42;3328.40;2187.90;6995.19;7580.70;270933.25;209982.74;10636.22;4936.73;12.60;0.00;1186.46
V;30 t/m 34 jaar;BOEKEL;231;228.39;431720.91;18084.25;202552.37;12798.36;8658.60;9014.70;15869.41;0.00;4043.90;1802.70;551.80;6662.78;62900.60;57030.89;3994.66;360.46;3.60;0.00;118.75
V;30 t/m 34 jaar;BORGER-ODOORN;496;494.02;790537.61;87674.93;109986.09;28683.00;23906.83;32879.51;29944.75;3277.57;228.26;1316.14;5937.64;9642.05;128622.74;95102.89;12828.11;64.48;23.40;0.00;654.49
V;30 t/m 34 jaar;BORNE;584;581.92;1133345.40;91223.10;114406.69;33085.25;24645.14;37416.45;38423.15;2224.81;9054.11;1797.67;3390.50;12432.99;207847.64;121931.10;11547.50;6098.27;13.95;0.00;516.88
V;30 t/m 34 jaar;BORSELE;564;562.01;732033.94;73257.84;83692.29;32536.47;20273.00;19503.42;9641.45;1799.49;4572.60;1005.56;8844.27;6430.68;135670.22;99657.67;12290.91;114322.93;1.80;0.00;665.52
V;30 t/m 34 jaar;BOXMEER;536;534.29;608832.41;60166.83;215945.31;30739.66;21524.24;24552.48;27273.18;1110.25;5757.83;3136.74;2645.53;6312.82;132883.81;113719.85;17492.31;1284.49;5.40;0.00;165.36
V;30 t/m 34 jaar;BOXTEL;802;798.52;1018153.38;141384.29;105600.49;45996.71;36515.56;31654.00;24304.85;6744.76;14162.95;5968.08;6428.37;8462.86;240881.64;151614.14;17882.23;4069.13;14.40;0.00;6851.86
V;30 t/m 34 jaar;BREDA;5951;5872.28;6631938.12;816917.39;1646230.96;337982.21;225560.35;219687.19;144368.57;42814.11;64791.02;18818.24;24677.83;61948.54;1555333.99;1285718.88;164199.09;78353.29;74.70;0.00;26693.15
V;30 t/m 34 jaar;BRIELLE;386;380.24;390012.12;62099.48;60664.13;21590.38;13246.43;12814.68;8577.63;2765.36;5329.16;2078.53;142.70;5383.44;87329.15;71100.42;9343.13;1790.21;1.80;0.00;59839.29
V;30 t/m 34 jaar;BRONCKHORST;668;661.88;764745.66;77082.72;181951.21;38226.28;27447.15;35223.26;13168.53;1757.46;8963.46;3485.82;715.58;5341.59;179413.68;128903.32;9202.61;14112.82;12.60;0.00;605.07
V;30 t/m 34 jaar;BRUMMEN;474;469.67;511219.65;61010.53;69038.57;27273.67;19913.71;25712.59;20467.75;7716.37;9337.26;2160.94;0.00;3545.70;111665.98;71037.03;9853.02;795.11;10.80;0.00;626.73
V;30 t/m 34 jaar;BRUNSSUM;762;758.53;963808.28;145693.10;417608.21;43565.45;35916.25;34904.83;29086.73;13670.42;5895.85;1905.45;551.69;10112.48;150393.65;91414.18;23005.36;40195.11;8.55;0.00;5078.74
V;30 t/m 34 jaar;BUNNIK;297;294.77;306773.41;22816.89;25446.91;17020.71;10969.90;12002.06;8868.28;1475.98;4991.59;1497.52;350.70;4499.68;108795.78;78387.67;7479.15;331.92;3.60;0.00;1154.25
V;30 t/m 34 jaar;BUNSCHOTEN;650;642.65;803641.24;84120.05;98471.55;36749.04;27166.02;31872.34;37464.11;2771.34;9224.37;6078.26;6393.61;9164.25;152430.79;90753.56;11087.46;1661.09;1.80;0.00;5353.91
V;30 t/m 34 jaar;BUREN;601;598.63;877040.40;123468.10;85364.10;34396.83;23259.51;38108.69;42178.76;765.24;6687.97;4402.85;1639.69;9946.22;192162.76;118140.03;11963.20;3917.18;5.40;0.00;1624.87
V;30 t/m 34 jaar;CAPELLE AAN DEN IJSSEL;2124;2107.32;2876560.57;247548.77;463351.34;122303.52;93742.87;109293.19;58807.39;7718.48;4886.84;9381.04;11177.27;33412.36;435419.77;303166.21;43647.58;15609.12;27.00;0.00;4547.34
V;30 t/m 34 jaar;CASTRICUM;655;649.44;608307.24;72369.69;111252.44;37749.04;28144.72;19504.51;13879.28;1398.37;8837.32;2162.08;0.00;5403.87;194806.35;132097.72;12736.73;6279.70;18.00;0.00;12148.57
V;30 t/m 34 jaar;COEVORDEN;794;789.98;1143018.45;93861.45;212605.18;45727.92;36429.83;55479.41;39939.05;3374.98;2405.15;3152.96;14299.21;14866.94;191293.47;110636.30;12049.39;413.56;27.00;0.00;1629.13
V;30 t/m 34 jaar;CRANENDONCK;504;500.28;591306.33;77357.34;21559.10;28767.09;20078.59;16379.75;18530.31;847.26;5688.02;6843.74;551.26;2957.20;126256.84;88388.63;5884.15;7982.88;5.40;0.00;33008.51
V;30 t/m 34 jaar;CROMSTRIJEN;271;269.31;435080.90;41448.69;69264.86;15677.24;10938.38;14431.30;12332.13;3785.11;4364.51;722.27;908.15;6931.48;78960.36;49966.28;1187.99;21.44;1.80;0.00;482.50
V;30 t/m 34 jaar;CUIJK;656;652.34;1143757.68;81082.42;82370.12;37825.29;29446.15;31141.31;26299.71;2012.65;2976.76;3255.62;0.00;12457.83;165169.25;115064.00;19059.92;2126.73;9.00;0.00;400.06
V;30 t/m 34 jaar;CULEMBORG;745;738.99;1065717.39;125143.93;243166.64;42691.65;31599.64;45000.93;65336.81;7028.82;9119.34;2381.55;10463.82;14888.78;185647.82;124089.22;19659.39;3547.23;10.80;0.00;1983.58
V;30 t/m 34 jaar;DALFSEN;623;620.58;776010.74;93651.20;29013.62;36104.57;21421.58;32485.92;32108.19;8702.89;3436.21;1487.93;1373.40;11459.34;219309.34;140894.65;9466.67;3884.49;25.20;0.00;366.58
V;30 t/m 34 jaar;DANTUMADIEL;466;464.72;492586.53;43383.97;59230.76;26984.67;18476.15;19449.26;28254.37;1937.07;1346.25;2106.76;690.78;8872.59;112834.12;92595.01;6173.16;361.17;602.10;0.00;371.04
V;30 t/m 34 jaar;DE BILT;904;897.90;878204.45;79311.78;424931.83;51773.05;38670.42;47058.38;37562.16;5092.55;8816.07;4857.75;437.20;14458.58;225252.48;186558.78;35210.51;5458.58;21.15;0.00;12335.02
V;30 t/m 34 jaar;DE FRYSKE MARREN;1204;1196.68;1249223.79;106690.24;206667.69;69198.60;41112.45;57001.84;58606.85;6201.16;7740.60;5464.91;4540.85;17383.47;387705.54;237970.39;14702.05;4197.44;1302.75;0.00;2445.06
V;30 t/m 34 jaar;DE MARNE;216;214.57;259312.03;22724.83;39027.77;12316.23;12360.18;15032.51;6598.48;59.00;0.00;864.40;0.00;8545.42;61423.53;35922.79;862.57;117.12;9.00;0.00;3048.84
V;30 t/m 34 jaar;DE RONDE VENEN;892;884.13;1038762.08;99301.49;163889.59;50936.52;38083.76;40426.45;37795.17;2340.40;8688.05;3185.57;3643.65;10592.85;257564.66;191018.50;20692.96;11022.06;17.55;0.00;1887.25
V;30 t/m 34 jaar;DE WOLDEN;477;474.39;600793.17;68045.48;102806.97;27525.24;20006.08;29052.62;14245.38;2862.75;6004.27;1736.31;325.36;9187.08;145504.97;96709.13;13351.38;60.16;34.20;0.00;1447.06
V;30 t/m 34 jaar;DELFT;3040;2941.30;3158048.20;349488.91;679016.96;167189.93;105884.88;127553.66;50029.44;10525.61;10312.68;13778.75;5769.89;30299.53;597031.15;444013.22;74244.78;40222.24;51.30;0.00;21904.17
V;30 t/m 34 jaar;DELFZIJL;560;556.34;681077.33;74446.75;91862.64;31957.51;29554.11;35603.38;15543.14;4789.56;2029.18;1603.93;0.00;17071.17;124693.34;87030.86;27034.62;1324.26;13.95;0.00;3770.01
V;30 t/m 34 jaar;DEN HELDER;1533;1517.51;2123681.14;179466.14;284376.78;87793.97;63771.46;75818.71;51155.89;7633.89;12513.01;4835.30;2523.06;27452.91;304582.54;227066.33;34202.71;6363.44;51.75;0.00;18289.62
V;30 t/m 34 jaar;DEURNE;786;778.67;1179508.57;73148.28;100487.10;44479.36;31688.18;27820.04;36339.96;3748.50;16046.20;4772.56;1818.56;14879.32;232606.40;197495.26;4970.86;9687.36;7.20;0.00;23276.40
V;30 t/m 34 jaar;DEVENTER;3155;3135.55;3472621.58;424456.06;994314.86;182644.33;122369.66;177572.97;135310.86;13158.71;14585.13;29028.02;13009.63;47221.14;860856.77;590863.24;61315.15;14284.68;83.70;0.00;3051.45
V;30 t/m 34 jaar;DIEMEN;775;758.72;797961.49;114589.24;135475.28;43131.19;27999.28;32004.71;13056.16;9232.54;2631.57;2218.88;0.00;4814.17;137865.35;104400.42;15701.40;7621.96;13.50;0.00;12382.42
V;30 t/m 34 jaar;DINKELLAND;484;479.04;751981.01;34320.89;42234.24;27415.65;17072.48;24784.35;16421.87;128.34;5723.28;2856.60;1357.90;5635.38;230856.60;135401.36;4314.45;7929.88;5.40;0.00;572.40
V;30 t/m 34 jaar;DOESBURG;245;242.22;266620.22;68701.84;140003.06;13981.77;11852.28;17911.63;9443.68;5452.30;9182.40;1202.67;655.75;4301.09;52197.56;31634.99;6214.91;1376.64;7.20;0.00;4691.93
V;30 t/m 34 jaar;DOETINCHEM;1520;1514.86;2044759.77;215844.08;521663.39;87354.82;63321.20;81702.88;46008.29;13776.67;8675.06;10110.81;8367.61;14313.19;454311.22;292751.12;32858.56;4301.21;18.00;0.00;9221.95
V;30 t/m 34 jaar;DONGEN;641;638.68;886784.53;94017.87;125102.15;36927.16;27068.70;31526.64;15788.79;9102.80;10824.72;3687.12;3833.31;6309.05;169081.43;98628.87;3689.36;8027.96;10.80;0.00;56077.11
V;30 t/m 34 jaar;DONGERADEEL;599;596.39;702280.60;135375.03;136550.25;34758.82;24182.64;42795.96;34149.84;1451.65;2092.00;2789.59;10081.38;6316.59;160876.79;125434.04;8556.85;4015.77;764.10;0.00;2136.01
V;30 t/m 34 jaar;DORDRECHT;3746;3706.12;4426314.92;543198.97;1625745.73;217249.69;167115.86;152607.73;166532.13;32837.82;28809.82;10382.80;11495.35;59195.76;763528.34;519160.74;44900.27;30671.92;69.30;0.00;12936.11
V;30 t/m 34 jaar;DRECHTERLAND;475;472.85;477930.66;47497.99;56032.29;27033.39;17173.26;18847.06;17272.65;828.43;1091.80;1342.99;0.00;8077.94;157385.61;97145.73;6214.75;400.57;13.95;0.00;1576.44
V;30 t/m 34 jaar;DRIMMELEN;594;589.98;711675.10;126907.31;46546.14;33632.22;23226.20;23382.80;35082.51;7552.34;6447.37;1373.93;1233.90;8834.89;195027.77;125367.65;9840.89;2024.64;5.40;0.00;24003.93
V;30 t/m 34 jaar;DRONTEN;1102;1095.11;1222612.09;141586.07;148478.23;63308.39;50879.73;60197.21;58937.82;9724.72;5357.50;4740.10;2704.28;17360.85;268603.47;184892.61;24090.94;6464.16;50.40;0.00;2155.12
V;30 t/m 34 jaar;DRUTEN;438;435.19;612859.54;50834.97;125911.14;24757.49;17969.09;21374.94;28298.38;2904.66;2442.95;3453.79;2496.63;9145.61;93881.61;86948.52;16692.43;1705.49;3.60;0.00;1112.73
V;30 t/m 34 jaar;DUIVEN;624;620.72;865585.77;90700.52;169821.16;36101.31;30616.82;42920.79;32233.15;5080.58;3579.68;2418.68;5008.35;10614.88;148071.69;108898.54;17104.15;478.13;14.40;0.00;1687.50
V;30 t/m 34 jaar;ECHT-SUSTEREN;750;746.30;933603.13;95752.10;342430.04;42695.31;33440.29;33729.56;20224.91;3818.90;5114.25;3933.69;14376.82;10271.05;183997.00;126195.57;16581.11;39021.45;9.00;0.00;979.01
V;30 t/m 34 jaar;EDAM-VOLENDAM;868;864.21;1354441.68;539526.04;109225.58;49865.56;42050.85;46389.79;50749.67;3701.81;4755.00;4819.33;5167.84;13475.78;220263.04;149929.86;16218.45;7202.32;10.80;0.00;1315.11
V;30 t/m 34 jaar;EDE;3118;3092.69;3080810.27;374776.43;967591.30;178751.22;123580.17;177972.30;116395.07;11444.80;16135.83;13334.82;13408.00;39866.39;783202.99;552941.16;56269.48;46747.00;61.20;0.00;11110.83
V;30 t/m 34 jaar;EEMNES;162;160.61;165046.08;18374.71;47508.50;9291.96;6805.02;6886.27;1923.73;161.05;4679.61;821.10;0.00;1779.00;47603.64;31282.78;1899.24;0.00;3.60;0.00;103.67
V;30 t/m 34 jaar;EEMSMOND;350;346.23;364125.97;57704.40;76377.62;19957.26;18411.83;20082.56;9018.68;9435.51;3068.39;1168.78;142.96;9020.46;88810.64;64314.06;1733.51;449.09;12.60;0.00;2239.17
V;30 t/m 34 jaar;EERSEL;442;437.54;579308.20;67101.21;111045.81;24927.25;19045.72;13721.41;10604.38;2127.69;1567.00;3173.35;234.87;6071.54;143925.18;112540.20;10088.50;8996.79;1.80;0.00;18714.63
V;30 t/m 34 jaar;EIJSDEN-MARGRATEN;499;494.06;598445.86;89579.48;113214.75;28339.21;23021.55;20949.98;16523.40;991.94;10332.12;3625.50;715.13;8481.29;145486.57;92720.26;6185.63;39318.21;0.00;0.00;4626.92
V;30 t/m 34 jaar;EINDHOVEN;8009;7855.97;9473305.72;1127520.68;2472483.08;446131.62;349775.87;304978.09;270463.79;37135.80;69417.23;42841.10;22265.53;80840.26;1682216.20;1147886.00;171863.92;128801.70;91.35;0.00;226214.06
V;30 t/m 34 jaar;ELBURG;630;627.59;633927.45;90377.41;339012.24;36450.11;24441.37;25912.13;26476.51;4357.97;427.46;3527.53;0.00;14929.24;191502.88;103991.93;12650.56;638.85;22.50;0.00;1180.07
V;30 t/m 34 jaar;EMMEN;2729;2713.22;3641509.03;428054.92;681904.28;155906.69;130926.77;172704.24;97209.51;23053.08;19583.04;8642.71;33839.16;32551.40;570939.65;326747.74;56356.53;9556.92;76.05;10391.34;4679.33
V;30 t/m 34 jaar;ENKHUIZEN;519;514.47;631466.45;83208.81;102747.76;29351.49;18820.24;19809.28;18769.18;3391.45;7526.25;4910.61;313.20;12630.02;106606.59;82816.45;7399.18;443.82;19.35;0.00;4163.20
V;30 t/m 34 jaar;ENSCHEDE;4760;4706.66;6219342.97;654719.06;1705191.54;272359.89;193505.85;239041.63;217907.01;32470.45;55986.90;26389.07;9346.88;66200.63;1128931.23;720788.47;102467.39;42094.93;80.55;0.00;44789.51
V;30 t/m 34 jaar;EPE;697;690.83;882661.70;113600.17;179866.39;39596.36;32174.35;36394.21;22479.79;7171.84;3125.49;4013.63;2263.00;10405.17;173400.56;96925.18;13303.37;5200.66;21.60;0.00;1609.05
V;30 t/m 34 jaar;ERMELO;619;613.84;491427.00;65868.29;144048.58;34702.01;22408.92;36782.12;38967.54;2391.97;755.20;2204.75;5321.37;8742.22;174323.82;110822.34;9246.49;555.61;9.90;0.00;1440.94
V;30 t/m 34 jaar;ETTEN-LEUR;1277;1260.90;1976906.08;192578.61;253960.27;71663.22;50247.09;58138.26;37580.85;1753.01;13541.00;3943.05;3782.95;21568.52;302246.91;259937.88;15956.54;5425.84;10.35;0.00;15267.08
V;30 t/m 34 jaar;FERWERDERADIEL;223;220.99;209618.75;20749.71;120014.77;12798.36;7075.69;11136.33;5847.37;1978.62;355.05;2298.75;7576.65;11152.39;47581.43;32536.48;6845.79;600.76;296.55;0.00;524.80
V;30 t/m 34 jaar;FRANEKERADEEL;493;492.07;511448.35;47057.37;144434.85;28358.82;20431.01;25901.76;31951.80;4040.01;1117.10;2197.47;826.05;9561.89;132813.60;86891.65;11832.75;3654.38;620.55;0.00;441.83
V;30 t/m 34 jaar;GEERTRUIDENBERG;596;594.16;746014.66;96784.20;152619.58;34421.16;26410.83;25404.99;15726.26;8657.38;3994.02;1756.80;12562.78;13821.49;161720.31;120930.78;7066.60;9047.41;10.35;0.00;38360.71
V;30 t/m 34 jaar;GELDERMALSEN;610;608.00;1017505.65;137699.05;164767.18;34872.38;24951.01;35305.81;32744.64;2119.35;1949.60;2607.45;12648.86;12452.83;162769.19;122971.01;11433.82;1221.65;9.00;0.00;1919.04
V;30 t/m 34 jaar;GELDROP-MIERLO;1083;1072.05;1454705.28;121953.81;490323.16;61866.95;52111.62;47265.87;46338.96;3695.98;12521.44;8770.42;1315.87;13954.60;253280.32;182151.01;14709.82;4387.98;9.45;0.00;20484.79
V;30 t/m 34 jaar;GEMERT-BAKEL;800;795.01;1302231.16;90253.68;65449.47;45773.13;33825.53;31296.15;49956.72;11343.34;9062.64;3117.05;7241.61;14040.91;263367.10;218379.40;13889.59;7277.02;9.00;0.00;2657.56
V;30 t/m 34 jaar;GENNEP;429;424.19;914298.07;52936.80;43470.29;24135.72;18674.73;17554.16;16555.79;4607.97;2132.85;792.15;1188.73;10947.23;129106.83;85739.81;13640.04;4618.25;3.60;0.00;607.77
V;30 t/m 34 jaar;GIESSENLANDEN;362;359.80;436117.07;39127.60;16277.70;20842.01;14210.10;14068.63;16254.65;250.65;5579.54;869.14;0.00;2900.65;98439.24;56672.41;7113.30;446.51;7.20;0.00;321.59
V;30 t/m 34 jaar;GILZE EN RIJEN;679;675.17;969680.58;87188.85;163714.15;38667.84;28268.67;24994.56;41162.28;5175.93;5878.96;2843.16;679.25;7269.58;183844.83;137800.60;15513.88;11991.15;5.40;0.00;5057.75
V;30 t/m 34 jaar;GOEREE-OVERFLAKKEE;1288;1281.24;1139930.92;421214.75;252252.85;74004.68;50816.07;56429.45;68612.63;5266.82;17590.49;3304.19;12173.59;14869.55;357864.26;133281.71;18398.18;4778.66;12.60;0.00;442768.08
V;30 t/m 34 jaar;GOES;974;965.64;1455450.21;228846.88;530593.59;55664.10;36980.58;39323.54;46485.47;3696.35;10831.00;4549.81;6859.99;12768.88;227335.02;154148.09;17678.27;52815.95;1.80;0.00;10161.76
V;30 t/m 34 jaar;GOIRLE;620;618.85;897281.12;52497.56;90904.85;35826.98;24973.45;24011.33;11265.58;2913.11;4571.60;2009.02;626.43;10247.82;183960.14;136408.00;20717.97;7141.50;8.55;0.00;2045.74
V;30 t/m 34 jaar;GOOISE MEREN;1199;1181.08;1444754.73;128981.37;289304.59;67946.00;49909.03;58010.50;32570.71;6020.01;6633.21;6363.07;3684.24;19141.56;372756.78;218302.09;38983.84;13310.74;31.95;0.00;2855.53
V;30 t/m 34 jaar;GORINCHEM;1155;1144.99;1383068.91;214284.62;360245.53;65258.04;47461.94;55206.01;56303.55;7984.31;12934.97;4381.02;5155.65;22929.57;257099.28;199244.87;41712.22;6141.91;9.00;0.00;1951.14
V;30 t/m 34 jaar;GOUDA;2188;2178.55;2681079.89;369755.88;472395.16;125964.99;95994.67;98099.24;99957.92;16330.77;17832.91;10211.98;9822.66;32890.26;478711.11;368527.95;44808.27;9754.66;55.80;0.00;17091.82
V;30 t/m 34 jaar;GRAVE;347;327.49;411246.73;24974.13;48553.75;18048.95;12977.41;11363.27;8930.81;198.82;1243.13;1308.37;246.24;1748.84;72913.36;51756.67;10103.61;708.29;6.30;0.00;457.79
V;30 t/m 34 jaar;GRONINGEN;6734;6634.19;6449864.40;760534.07;2721848.53;379506.62;250378.80;348602.10;232052.32;22152.68;28203.81;21964.69;11585.20;121610.96;1459090.75;993783.62;166131.29;66656.84;833.85;16195.99;39997.04
V;30 t/m 34 jaar;GROOTEGAST;311;310.76;392029.17;32738.94;98943.64;17958.95;17174.54;21610.97;22848.55;60.80;3756.80;904.06;311.96;7146.37;75165.88;47194.24;9319.18;0.00;94.95;0.00;2315.86
V;30 t/m 34 jaar;GULPEN-WITTEM;301;298.45;434069.05;59058.90;90560.44;17153.31;13890.42;10266.90;13183.77;582.00;2436.94;1184.97;0.00;5680.66;62542.66;40351.33;7356.43;2026.49;1.80;0.00;1935.75
V;30 t/m 34 jaar;HAAKSBERGEN;496;494.29;701399.74;84033.11;22521.24;28392.13;19091.31;24357.83;40128.09;2524.73;10372.75;3049.07;0.00;6381.29;162398.84;104077.07;9588.71;459.63;5.40;0.00;2542.39
V;30 t/m 34 jaar;HAAREN;247;244.10;262120.78;20698.86;22929.32;13601.91;8728.82;6161.79;9913.80;0.00;1036.08;1470.47;35.58;3041.13;73696.47;51745.35;4821.72;775.19;3.60;0.00;547.10
V;30 t/m 34 jaar;HAARLEM;5685;5595.85;7472005.56;699030.87;1517717.76;321727.40;222476.91;300610.58;163315.09;29876.52;38598.20;15956.44;19078.05;99609.36;1414267.30;1052289.97;128325.54;67947.18;161.10;0.00;57447.61
V;30 t/m 34 jaar;HAARLEMMERLIEDE CA;112;109.85;95147.32;8547.01;24515.16;6321.30;4784.50;6321.98;4762.25;38.53;0.00;102.55;0.00;0.00;15446.32;15660.73;2543.53;280.90;5.40;0.00;275.46
